"","ym","city","TSP","dustfall","DataCreationDate"
"528","10712","連江縣",0,0,"2018-12-15"
"529","10801","新北市",42,3.46,"2019-01-15"
"530","10801","臺北市",45,2.31,"2019-01-15"
"531","10801","桃園市",62,5.87,"2019-01-15"
"532","10801","臺中市",36,1.84,"2019-01-15"
"533","10801","臺南市",91,0,"2019-01-15"
"534","10801","高雄市",103,2.13,"2019-01-15"
"535","10801","宜蘭縣",32,1.94,"2019-01-15"
"536","10801","新竹縣",30,3.53,"2019-01-15"
"537","10801","苗栗縣",57,2.3,"2019-01-15"
"538","10801","彰化縣",45,1.53,"2019-01-15"
"539","10801","南投縣",37,1.68,"2019-01-15"
"540","10801","雲林縣",66,14.05,"2019-01-15"
"541","10801","嘉義縣",74,5.14,"2019-01-15"
"542","10801","屏東縣",94,1.57,"2019-01-15"
"543","10801","臺東縣",22,2.02,"2019-01-15"
"544","10801","花蓮縣",33,3.83,"2019-01-15"
"545","10801","澎湖縣",0,0,"2019-01-15"
"546","10801","基隆市",32,7.78,"2019-01-15"
"547","10801","新竹市",58,2.73,"2019-01-15"
"548","10801","嘉義市",81,5.4,"2019-01-15"
"549","10801","金門縣",67,3.5,"2019-01-15"
"550","10801","連江縣",0,0,"2019-01-15"
"551","10802","新北市",22,4.32,"2019-02-15"
"552","10802","臺北市",25,3.74,"2019-02-15"
"553","10802","桃園市",47,5.03,"2019-02-15"
"554","10802","臺中市",61,1.79,"2019-02-15"
"555","10802","臺南市",78,0,"2019-02-15"
"556","10802","高雄市",77,2.87,"2019-02-15"
"557","10802","宜蘭縣",30,1.69,"2019-02-15"
"558","10802","新竹縣",28,1.18,"2019-02-15"
"559","10802","苗栗縣",31,3.54,"2019-02-15"
"560","10802","彰化縣",45,1.02,"2019-02-15"
"561","10802","南投縣",53,2.51,"2019-02-15"
"562","10802","雲林縣",54,7.42,"2019-02-15"
"563","10802","嘉義縣",86,3.24,"2019-02-15"
"564","10802","屏東縣",104,1.92,"2019-02-15"
"565","10802","臺東縣",36,3.15,"2019-02-15"
"566","10802","花蓮縣",21,2.5,"2019-02-15"
"567","10802","澎湖縣",0,0,"2019-02-15"
"568","10802","基隆市",29,6.3,"2019-02-15"
"569","10802","新竹市",25,4.23,"2019-02-15"
"570","10802","嘉義市",83,3.87,"2019-02-15"
"571","10802","金門縣",41,3.27,"2019-02-15"
"572","10802","連江縣",0,0,"2019-02-15"
"573","10803","新北市",47,4.51,"2019-03-15"
"574","10803","臺北市",42,3.22,"2019-03-15"
"575","10803","桃園市",38,7.17,"2019-03-15"
"576","10803","臺中市",43,2.5,"2019-03-15"
"577","10803","臺南市",59,2.55,"2019-03-15"
"578","10803","高雄市",67,2.45,"2019-03-15"
"579","10803","宜蘭縣",51,1.39,"2019-03-15"
"580","10803","新竹縣",43,1.13,"2019-03-15"
"581","10803","苗栗縣",49,0.25,"2019-03-15"
"582","10803","彰化縣",94,0.68,"2019-03-15"
"583","10803","南投縣",45,3.45,"2019-03-15"
"584","10803","雲林縣",36,0.62,"2019-03-15"
"585","10803","嘉義縣",41,2.46,"2019-03-15"
"586","10803","屏東縣",84,2.25,"2019-03-15"
"587","10803","臺東縣",48,3.06,"2019-03-15"
"588","10803","花蓮縣",20,3.4,"2019-03-15"
"589","10803","澎湖縣",0,0,"2019-03-15"
"590","10803","基隆市",31,6.48,"2019-03-15"
"591","10803","新竹市",37,0.2,"2019-03-15"
"592","10803","嘉義市",83,5.9,"2019-03-15"
"593","10803","金門縣",136,1.77,"2019-03-15"
"594","10803","連江縣",0,0,"2019-03-15"
"595","10804","新北市",45,4.52,"2019-04-15"
"596","10804","臺北市",47,2.17,"2019-04-15"
"597","10804","桃園市",51,5.43,"2019-04-15"
"598","10804","臺中市",44,2.29,"2019-04-15"
"599","10804","臺南市",53,0,"2019-04-15"
"600","10804","高雄市",62,4.8,"2019-04-15"
"601","10804","宜蘭縣",35,2.38,"2019-04-15"
"602","10804","新竹縣",39,2.08,"2019-04-15"
"603","10804","苗栗縣",33,0.8,"2019-04-15"
"604","10804","彰化縣",49,2.45,"2019-04-15"
"605","10804","南投縣",51,1.93,"2019-04-15"
"606","10804","雲林縣",43,11.32,"2019-04-15"
"607","10804","嘉義縣",38,0.17,"2019-04-15"
"608","10804","屏東縣",58,1.85,"2019-04-15"
"609","10804","臺東縣",31,2.57,"2019-04-15"
"610","10804","花蓮縣",42,2.93,"2019-04-15"
"611","10804","澎湖縣",51,0,"2019-04-15"
"612","10804","基隆市",48,4.22,"2019-04-15"
"613","10804","新竹市",49,0.4,"2019-04-15"
"614","10804","嘉義市",58,5.32,"2019-04-15"
"615","10804","金門縣",46,2.3,"2019-04-15"
"616","10804","連江縣",0,0,"2019-04-15"
"617","10805","新北市",50,5.12,"2019-05-15"
"618","10805","臺北市",29,1.86,"2019-05-15"
"619","10805","桃園市",26,4.49,"2019-05-15"
"620","10805","臺中市",52,2.19,"2019-05-15"
"621","10805","臺南市",40,0,"2019-05-15"
"622","10805","高雄市",64,6.38,"2019-05-15"
"623","10805","宜蘭縣",30,1.3,"2019-05-15"
"624","10805","新竹縣",40,1.1,"2019-05-15"
"625","10805","苗栗縣",37,0.14,"2019-05-15"
"626","10805","彰化縣",48,11.2,"2019-05-15"
"627","10805","南投縣",20,4.75,"2019-05-15"
"628","10805","雲林縣",48,1.49,"2019-05-15"
"629","10805","嘉義縣",55,2.63,"2019-05-15"
"630","10805","屏東縣",29,16.14,"2019-05-15"
"631","10805","臺東縣",16,2.94,"2019-05-15"
"632","10805","花蓮縣",27,5.7,"2019-05-15"
"633","10805","澎湖縣",72,6.8,"2019-05-15"
"634","10805","基隆市",46,1.45,"2019-05-15"
"635","10805","新竹市",36,0.37,"2019-05-15"
"636","10805","嘉義市",47,5.43,"2019-05-15"
"637","10805","金門縣",155,2.31,"2019-05-15"
"638","10805","連江縣",0,0,"2019-05-15"
"639","10806","新北市",37,5.86,"2019-06-15"
"640","10806","臺北市",29,1.14,"2019-06-15"
"641","10806","桃園市",40,4.84,"2019-06-15"
"642","10806","臺中市",26,1.08,"2019-06-15"
"643","10806","臺南市",27,1.5,"2019-06-15"
"644","10806","高雄市",28,5.98,"2019-06-15"
"645","10806","宜蘭縣",30,1.17,"2019-06-15"
"646","10806","新竹縣",26,2.08,"2019-06-15"
"647","10806","苗栗縣",26,0.26,"2019-06-15"
"648","10806","彰化縣",30,9.93,"2019-06-15"
"649","10806","南投縣",20,4.62,"2019-06-15"
"650","10806","雲林縣",0,0,"2019-06-15"
"651","10806","嘉義縣",28,2.72,"2019-06-15"
"652","10806","屏東縣",33,3.09,"2019-06-15"
"653","10806","臺東縣",29,2.8,"2019-06-15"
"654","10806","花蓮縣",23,0.9,"2019-06-15"
"655","10806","澎湖縣",31,6.3,"2019-06-15"
"656","10806","基隆市",38,0.23,"2019-06-15"
"657","10806","新竹市",28,0.27,"2019-06-15"
"658","10806","嘉義市",24,5.65,"2019-06-15"
"659","10806","金門縣",33,10.73,"2019-06-15"
"660","10806","連江縣",0,0,"2019-06-15"
"661","10807","新北市",44,5.36,"2019-07-15"
"662","10807","臺北市",29,4.85,"2019-07-15"
"663","10807","桃園市",36,4.16,"2019-07-15"
"664","10807","臺中市",64,1.5,"2019-07-15"
"665","10807","臺南市",28,2.47,"2019-07-15"
"666","10807","高雄市",34,6.69,"2019-07-15"
"667","10807","宜蘭縣",39,1.61,"2019-07-15"
"668","10807","新竹縣",27,0.83,"2019-07-15"
"669","10807","苗栗縣",29,3.6,"2019-07-15"
"670","10807","彰化縣",23,3.16,"2019-07-15"
"671","10807","南投縣",18,2.34,"2019-07-15"
"672","10807","雲林縣",21,1.08,"2019-07-15"
"673","10807","嘉義縣",17,2.8,"2019-07-15"
"674","10807","屏東縣",34,14.4,"2019-07-15"
"675","10807","臺東縣",26,2.46,"2019-07-15"
"676","10807","花蓮縣",26,2.43,"2019-07-15"
"677","10807","澎湖縣",36,5.8,"2019-07-15"
"678","10807","基隆市",33,1.33,"2019-07-15"
"679","10807","新竹市",32,3.8,"2019-07-15"
"680","10807","嘉義市",39,6.45,"2019-07-15"
"681","10807","金門縣",51,3.06,"2019-07-15"
"682","10807","連江縣",0,0,"2019-07-15"
"683","10808","新北市",33,4.07,"2019-08-15"
"684","10808","臺北市",23,3.84,"2019-08-15"
"685","10808","桃園市",32,4.59,"2019-08-15"
"686","10808","臺中市",44,3.5,"2019-08-15"
"687","10808","臺南市",32,1.29,"2019-08-15"
"688","10808","高雄市",36,5.67,"2019-08-15"
"689","10808","宜蘭縣",40,2.13,"2019-08-15"
"690","10808","新竹縣",31,0.43,"2019-08-15"
"691","10808","苗栗縣",27,0.61,"2019-08-15"
"692","10808","彰化縣",49,3.52,"2019-08-15"
"693","10808","南投縣",32,3.1,"2019-08-15"
"694","10808","雲林縣",44,1.52,"2019-08-15"
"695","10808","嘉義縣",50,3.89,"2019-08-15"
"696","10808","屏東縣",35,10.19,"2019-08-15"
"697","10808","臺東縣",18,2.02,"2019-08-15"
"698","10808","花蓮縣",27,1.83,"2019-08-15"
"699","10808","澎湖縣",53,6,"2019-08-15"
"700","10808","基隆市",41,3.08,"2019-08-15"
"701","10808","新竹市",26,0.5,"2019-08-15"
"702","10808","嘉義市",22,6.01,"2019-08-15"
"703","10808","金門縣",40,3.44,"2019-08-15"
"704","10808","連江縣",0,0,"2019-08-15"
"705","10809","新北市",39,3.27,"2019-09-15"
"706","10809","臺北市",26,4.28,"2019-09-15"
"707","10809","桃園市",31,8.19,"2019-09-15"
"708","10809","臺中市",39,3.61,"2019-09-15"
"709","10809","臺南市",40,2.39,"2019-09-15"
"710","10809","高雄市",44,4.4,"2019-09-15"
"711","10809","宜蘭縣",38,2.78,"2019-09-15"
"712","10809","新竹縣",43,1.23,"2019-09-15"
"713","10809","苗栗縣",31,0.98,"2019-09-15"
"714","10809","彰化縣",43,4.42,"2019-09-15"
"715","10809","南投縣",32,1.68,"2019-09-15"
"716","10809","雲林縣",41,4.6,"2019-09-15"
"717","10809","嘉義縣",45,5.47,"2019-09-15"
"718","10809","屏東縣",53,5.44,"2019-09-15"
"719","10809","臺東縣",49,3.62,"2019-09-15"
"720","10809","花蓮縣",23,5.77,"2019-09-15"
"721","10809","澎湖縣",24,6.3,"2019-09-15"
"722","10809","基隆市",56,6.43,"2019-09-15"
"723","10809","新竹市",27,3.05,"2019-09-15"
"724","10809","嘉義市",42,5.49,"2019-09-15"
"725","10809","金門縣",60,2.34,"2019-09-15"
"726","10809","連江縣",0,0,"2019-09-15"
"727","10810","新北市",50,5.4,"2019-10-15"
"728","10810","臺北市",28,3.54,"2019-10-15"
"729","10810","桃園市",44,5.51,"2019-10-15"
"730","10810","臺中市",57,2.73,"2019-10-15"
"731","10810","臺南市",75,2.65,"2019-10-15"
"732","10810","高雄市",74,2.58,"2019-10-15"
"733","10810","宜蘭縣",36,2.38,"2019-10-15"
"734","10810","新竹縣",40,1.63,"2019-10-15"
"735","10810","苗栗縣",52,6.55,"2019-10-15"
"736","10810","彰化縣",77,2.16,"2019-10-15"
"737","10810","南投縣",40,0.95,"2019-10-15"
"738","10810","雲林縣",73,1.38,"2019-10-15"
"739","10810","嘉義縣",79,3.85,"2019-10-15"
"740","10810","屏東縣",65,10.7,"2019-10-15"
"741","10810","臺東縣",36,3.22,"2019-10-15"
"742","10810","花蓮縣",26,0,"2019-10-15"
"743","10810","澎湖縣",50,6.8,"2019-10-15"
"744","10810","基隆市",54,6.43,"2019-10-15"
"745","10810","新竹市",55,9.43,"2019-10-15"
"746","10810","嘉義市",58,3.64,"2019-10-15"
"747","10810","金門縣",73,3.25,"2019-10-15"
"748","10810","連江縣",0,0,"2019-10-15"
"749","10811","新北市",26,4.18,"2019-11-15"
"750","10811","臺北市",27,5.63,"2019-11-15"
"751","10811","桃園市",36,6.1,"2019-11-15"
"752","10811","臺中市",48,2.84,"2019-11-15"
"753","10811","臺南市",112,4.4,"2019-11-15"
"754","10811","高雄市",113,2.37,"2019-11-15"
"755","10811","宜蘭縣",29,2.3,"2019-11-15"
"756","10811","新竹縣",53,2.35,"2019-11-15"
"757","10811","苗栗縣",58,4.43,"2019-11-15"
"758","10811","彰化縣",41,2.3,"2019-11-15"
"759","10811","南投縣",46,1.89,"2019-11-15"
"760","10811","雲林縣",75,1.61,"2019-11-15"
"761","10811","嘉義縣",73,5.24,"2019-11-15"
"762","10811","屏東縣",117,1.22,"2019-11-15"
"763","10811","臺東縣",52,2.24,"2019-11-15"
"764","10811","花蓮縣",30,4.97,"2019-11-15"
"765","10811","澎湖縣",53,7.5,"2019-11-15"
"766","10811","基隆市",56,10.88,"2019-11-15"
"767","10811","新竹市",50,3.8,"2019-11-15"
"768","10811","嘉義市",71,4.5,"2019-11-15"
"769","10811","金門縣",211,6.27,"2019-11-15"
"770","10811","連江縣",0,0,"2019-11-15"
"771","10812","新北市",17,4.51,"2019-12-15"
"772","10812","臺北市",25,5.3,"2019-12-15"
"773","10812","桃園市",34,6.99,"2019-12-15"
"774","10812","臺中市",48,6.98,"2019-12-15"
"775","10812","臺南市",38,1.3,"2019-12-15"
"776","10812","高雄市",61,2.53,"2019-12-15"
"777","10812","宜蘭縣",31,2.17,"2019-12-15"
"778","10812","新竹縣",25,2.23,"2019-12-15"
"779","10812","苗栗縣",25,3.46,"2019-12-15"
"780","10812","彰化縣",48,2.51,"2019-12-15"
"781","10812","南投縣",33,3.23,"2019-12-15"
"782","10812","雲林縣",64,1.74,"2019-12-15"
"783","10812","嘉義縣",82,4.36,"2019-12-15"
"784","10812","屏東縣",106,2.71,"2019-12-15"
"785","10812","臺東縣",16,2.3,"2019-12-15"
"786","10812","花蓮縣",39,6.23,"2019-12-15"
"787","10812","澎湖縣",78,8.1,"2019-12-15"
"788","10812","基隆市",56,3.28,"2019-12-15"
"789","10812","新竹市",54,2.83,"2019-12-15"
"790","10812","嘉義市",70,6.55,"2019-12-15"
"791","10812","金門縣",147,7.21,"2019-12-15"
"792","10812","連江縣",0,0,"2019-12-15"
"793","10901","新北市",41,3.21,"2020-01-15"
"794","10901","臺北市",37,3.56,"2020-01-15"
"795","10901","桃園市",85,4.99,"2020-01-15"
"796","10901","臺中市",45,1.23,"2020-01-15"
"797","10901","臺南市",93,0,"2020-01-15"
"798","10901","高雄市",107,2.29,"2020-01-15"
"799","10901","宜蘭縣",40,2.45,"2020-01-15"
"800","10901","新竹縣",31,1.93,"2020-01-15"
"801","10901","苗栗縣",42,1.74,"2020-01-15"
"802","10901","彰化縣",93,3.05,"2020-01-15"
"803","10901","南投縣",44,0.43,"2020-01-15"
"804","10901","雲林縣",81,1.64,"2020-01-15"
"805","10901","嘉義縣",101,3.29,"2020-01-15"
"806","10901","屏東縣",80,2.5,"2020-01-15"
"807","10901","臺東縣",39,3,"2020-01-15"
"808","10901","花蓮縣",34,3.67,"2020-01-15"
"809","10901","澎湖縣",0,0,"2020-01-15"
"810","10901","基隆市",77,7.33,"2020-01-15"
"811","10901","新竹市",55,2.13,"2020-01-15"
"812","10901","嘉義市",67,3.85,"2020-01-15"
"813","10901","金門縣",48,1.49,"2020-01-15"
"814","10901","連江縣",0,0,"2020-01-15"
"815","10902","新北市",32,3.76,"2020-02-15"
"816","10902","臺北市",42,6.35,"2020-02-15"
"817","10902","桃園市",82,2.52,"2020-02-15"
"818","10902","臺中市",38,1.96,"2020-02-15"
"819","10902","臺南市",73,0,"2020-02-15"
"820","10902","高雄市",89,2.37,"2020-02-15"
"821","10902","宜蘭縣",27,2.55,"2020-02-15"
"822","10902","新竹縣",26,0.38,"2020-02-15"
"823","10902","苗栗縣",26,3.74,"2020-02-15"
"824","10902","彰化縣",79,3.25,"2020-02-15"
"825","10902","南投縣",43,1.16,"2020-02-15"
"826","10902","雲林縣",50,1.35,"2020-02-15"
"827","10902","嘉義縣",84,2.79,"2020-02-15"
"828","10902","屏東縣",75,2.56,"2020-02-15"
"829","10902","臺東縣",32,2.02,"2020-02-15"
"830","10902","花蓮縣",29,4.1,"2020-02-15"
"831","10902","澎湖縣",0,0,"2020-02-15"
"832","10902","基隆市",46,3.95,"2020-02-15"
"833","10902","新竹市",42,2.03,"2020-02-15"
"834","10902","嘉義市",69,4.96,"2020-02-15"
"835","10902","金門縣",75,1.75,"2020-02-15"
"836","10902","連江縣",0,0,"2020-02-15"
"837","10903","新北市",42,3.97,"2020-03-15"
"838","10903","臺北市",43,4.54,"2020-03-15"
"839","10903","桃園市",48,5,"2020-03-15"
"840","10903","臺中市",61,3.46,"2020-03-15"
"841","10903","臺南市",37,0,"2020-03-15"
"842","10903","高雄市",77,3.25,"2020-03-15"
"843","10903","宜蘭縣",36,2.35,"2020-03-15"
"844","10903","新竹縣",49,0.53,"2020-03-15"
"845","10903","苗栗縣",40,2.16,"2020-03-15"
"846","10903","彰化縣",61,3.8,"2020-03-15"
"847","10903","南投縣",51,2.41,"2020-03-15"
"848","10903","雲林縣",82,0,"2020-03-15"
"849","10903","嘉義縣",68,2.87,"2020-03-15"
"850","10903","屏東縣",90,1.39,"2020-03-15"
"851","10903","臺東縣",52,2.11,"2020-03-15"
"852","10903","花蓮縣",37,4.87,"2020-03-15"
"853","10903","澎湖縣",35,0,"2020-03-15"
"854","10903","基隆市",58,4.73,"2020-03-15"
"855","10903","新竹市",65,2.57,"2020-03-15"
"856","10903","嘉義市",68,5.11,"2020-03-15"
"857","10903","金門縣",96,2.54,"2020-03-15"
"858","10903","連江縣",0,0,"2020-03-15"
"859","10904","新北市",41,2.86,"2020-04-15"
"860","10904","臺北市",20,0.95,"2020-04-15"
"861","10904","桃園市",31,3.21,"2020-04-15"
"862","10904","臺中市",66,2.55,"2020-04-15"
"863","10904","臺南市",86,2.73,"2020-04-15"
"864","10904","高雄市",65,3.53,"2020-04-15"
"865","10904","宜蘭縣",25,2.39,"2020-04-15"
"866","10904","新竹縣",45,0.75,"2020-04-15"
"867","10904","苗栗縣",36,0.94,"2020-04-15"
"868","10904","彰化縣",39,3.56,"2020-04-15"
"869","10904","南投縣",31,2.48,"2020-04-15"
"870","10904","雲林縣",51,5.01,"2020-04-15"
"871","10904","嘉義縣",56,3.7,"2020-04-15"
"872","10904","屏東縣",63,1.19,"2020-04-15"
"873","10904","臺東縣",16,2.06,"2020-04-15"
"874","10904","花蓮縣",16,4,"2020-04-15"
"875","10904","澎湖縣",51,7.6,"2020-04-15"
"876","10904","基隆市",29,6.78,"2020-04-15"
"877","10904","新竹市",31,1.23,"2020-04-15"
"878","10904","嘉義市",51,4.7,"2020-04-15"
"879","10904","金門縣",52,2.56,"2020-04-15"
"880","10904","連江縣",0,0,"2020-04-15"
"881","10905","新北市",25,3.08,"2020-05-15"
"882","10905","臺北市",25,1.11,"2020-05-15"
"883","10905","桃園市",35,4.78,"2020-05-15"
"884","10905","臺中市",32,2.75,"2020-05-15"
"885","10905","臺南市",34,3.42,"2020-05-15"
"886","10905","高雄市",28,4.16,"2020-05-15"
"887","10905","宜蘭縣",35,3.21,"2020-05-15"
"888","10905","新竹縣",34,1.15,"2020-05-15"
"889","10905","苗栗縣",24,0.75,"2020-05-15"
"890","10905","彰化縣",42,4.47,"2020-05-15"
"891","10905","南投縣",23,2.2,"2020-05-15"
"892","10905","雲林縣",27,6.29,"2020-05-15"
"893","10905","嘉義縣",23,2.72,"2020-05-15"
"894","10905","屏東縣",50,0,"2020-05-15"
"895","10905","臺東縣",27,2.7,"2020-05-15"
"896","10905","花蓮縣",21,2.1,"2020-05-15"
"897","10905","澎湖縣",37,7,"2020-05-15"
"898","10905","基隆市",32,3.33,"2020-05-15"
"899","10905","新竹市",26,0.67,"2020-05-15"
"900","10905","嘉義市",30,5.32,"2020-05-15"
"901","10905","金門縣",105,3.64,"2020-05-15"
"902","10905","連江縣",0,0,"2020-05-15"
"903","10906","新北市",36,4.46,"2020-06-15"
"904","10906","臺北市",32,1.6,"2020-06-15"
"905","10906","桃園市",35,1.42,"2020-06-15"
"906","10906","臺中市",34,2.05,"2020-06-15"
"907","10906","臺南市",26,3.04,"2020-06-15"
"908","10906","高雄市",21,3.18,"2020-06-15"
"909","10906","宜蘭縣",27,2.79,"2020-06-15"
"910","10906","新竹縣",21,3.68,"2020-06-15"
"911","10906","苗栗縣",31,1.66,"2020-06-15"
"912","10906","彰化縣",27,5.45,"2020-06-15"
"913","10906","南投縣",19,3.54,"2020-06-15"
"914","10906","雲林縣",26,5.66,"2020-06-15"
"915","10906","嘉義縣",23,3.34,"2020-06-15"
"916","10906","屏東縣",32,1.86,"2020-06-15"
"917","10906","臺東縣",31,2.12,"2020-06-15"
"918","10906","花蓮縣",21,2.6,"2020-06-15"
"919","10906","澎湖縣",12,6.1,"2020-06-15"
"920","10906","基隆市",41,4.28,"2020-06-15"
"921","10906","新竹市",38,7.17,"2020-06-15"
"922","10906","嘉義市",30,7.43,"2020-06-15"
"923","10906","金門縣",22,2.17,"2020-06-15"
"924","10906","連江縣",0,0,"2020-06-15"
"925","10907","新北市",26,2.51,"2020-07-15"
"926","10907","臺北市",28,8.65,"2020-07-15"
"927","10907","桃園市",36,2.44,"2020-07-15"
"928","10907","臺中市",30,1.82,"2020-07-15"
"929","10907","臺南市",29,3.6,"2020-07-15"
"930","10907","高雄市",25,3.36,"2020-07-15"
"931","10907","宜蘭縣",36,2.4,"2020-07-15"
"932","10907","新竹縣",33,0.65,"2020-07-15"
"933","10907","苗栗縣",27,1.05,"2020-07-15"
"934","10907","彰化縣",26,5.78,"2020-07-15"
"935","10907","南投縣",18,2.09,"2020-07-15"
"936","10907","雲林縣",22,1.24,"2020-07-15"
"937","10907","嘉義縣",30,2.83,"2020-07-15"
"938","10907","屏東縣",26,2.12,"2020-07-15"
"939","10907","臺東縣",25,0,"2020-07-15"
"940","10907","花蓮縣",27,3.07,"2020-07-15"
"941","10907","澎湖縣",22,6.8,"2020-07-15"
"942","10907","基隆市",46,6.42,"2020-07-15"
"943","10907","新竹市",37,5.23,"2020-07-15"
"944","10907","嘉義市",26,6.05,"2020-07-15"
"945","10907","金門縣",17,1.11,"2020-07-15"
"946","10907","連江縣",0,0,"2020-07-15"
"947","10908","新北市",31,3.52,"2020-08-15"
"948","10908","臺北市",30,3.15,"2020-08-15"
"949","10908","桃園市",37,2.54,"2020-08-15"
"950","10908","臺中市",26,2.05,"2020-08-15"
"951","10908","臺南市",34,1.33,"2020-08-15"
"952","10908","高雄市",34,4.45,"2020-08-15"
"953","10908","宜蘭縣",24,2.32,"2020-08-15"
"954","10908","新竹縣",34,1.23,"2020-08-15"
"955","10908","苗栗縣",23,0.56,"2020-08-15"
"956","10908","彰化縣",34,5.87,"2020-08-15"
"957","10908","南投縣",25,2.08,"2020-08-15"
"958","10908","雲林縣",29,1.89,"2020-08-15"
"959","10908","嘉義縣",29,2.8,"2020-08-15"
"960","10908","屏東縣",31,3.78,"2020-08-15"
"961","10908","臺東縣",45,2.35,"2020-08-15"
"962","10908","花蓮縣",32,2.33,"2020-08-15"
"963","10908","澎湖縣",21,6.2,"2020-08-15"
"964","10908","基隆市",43,8.42,"2020-08-15"
"965","10908","新竹市",44,1.9,"2020-08-15"
"966","10908","嘉義市",25,4.47,"2020-08-15"
"967","10908","金門縣",24,2.27,"2020-08-15"
"968","10908","連江縣",0,0,"2020-08-15"
"969","10909","新北市",36,3.36,"2020-09-15"
"970","10909","臺北市",26,4.69,"2020-09-15"
"971","10909","桃園市",61,2.17,"2020-09-15"
"972","10909","臺中市",55,1.63,"2020-09-15"
"973","10909","臺南市",53,2.75,"2020-09-15"
"974","10909","高雄市",38,3.2,"2020-09-15"
"975","10909","宜蘭縣",24,2.32,"2020-09-15"
"976","10909","新竹縣",34,1.53,"2020-09-15"
"977","10909","苗栗縣",40,0.54,"2020-09-15"
"978","10909","彰化縣",61,4.7,"2020-09-15"
"979","10909","南投縣",52,1.96,"2020-09-15"
"980","10909","雲林縣",78,2.5,"2020-09-15"
"981","10909","嘉義縣",36,5.07,"2020-09-15"
"982","10909","屏東縣",51,9.92,"2020-09-15"
"983","10909","臺東縣",42,1.91,"2020-09-15"
"984","10909","花蓮縣",37,3.63,"2020-09-15"
"985","10909","澎湖縣",16,5.7,"2020-09-15"
"986","10909","基隆市",51,1.54,"2020-09-15"
"987","10909","新竹市",39,2.03,"2020-09-15"
"988","10909","嘉義市",53,4.13,"2020-09-15"
"989","10909","金門縣",33,1.81,"2020-09-15"
"990","10909","連江縣",0,0,"2020-09-15"
"991","10910","新北市",48,3.32,"2020-10-15"
"992","10910","臺北市",27,6.5,"2020-10-15"
"993","10910","桃園市",61,4.85,"2020-10-15"
"994","10910","臺中市",40,3.18,"2020-10-15"
"995","10910","臺南市",86,2.65,"2020-10-15"
"996","10910","高雄市",96,2.86,"2020-10-15"
"997","10910","宜蘭縣",24,2.53,"2020-10-15"
"998","10910","新竹縣",32,1.6,"2020-10-15"
"999","10910","苗栗縣",43,2.81,"2020-10-15"
"1000","10910","彰化縣",63,2.1,"2020-10-15"
"1001","10910","南投縣",37,1.63,"2020-10-15"
"1002","10910","雲林縣",77,1.29,"2020-10-15"
"1003","10910","嘉義縣",71,3.47,"2020-10-15"
"1004","10910","屏東縣",78,2.39,"2020-10-15"
"1005","10910","臺東縣",47,1.53,"2020-10-15"
"1006","10910","花蓮縣",35,4.3,"2020-10-15"
"1007","10910","澎湖縣",43,6.3,"2020-10-15"
"1008","10910","基隆市",48,4.2,"2020-10-15"
"1009","10910","新竹市",47,8.4,"2020-10-15"
"1010","10910","嘉義市",77,2,"2020-10-15"
"1011","10910","金門縣",98,5.05,"2020-10-15"
"1012","10910","連江縣",0,0,"2020-10-15"
"1013","10911","新北市",36,3.57,"2020-11-15"
"1014","10911","臺北市",38,10.89,"2020-11-15"
"1015","10911","桃園市",58,6.28,"2020-11-15"
"1016","10911","臺中市",54,2.66,"2020-11-15"
"1017","10911","臺南市",89,3.78,"2020-11-15"
"1018","10911","高雄市",62,3.76,"2020-11-15"
"1019","10911","宜蘭縣",18,2.1,"2020-11-15"
"1020","10911","新竹縣",38,1.78,"2020-11-15"
"1021","10911","苗栗縣",55,4.68,"2020-11-15"
"1022","10911","彰化縣",68,5.04,"2020-11-15"
"1023","10911","南投縣",47,1.72,"2020-11-15"
"1024","10911","雲林縣",77,5.86,"2020-11-15"
"1025","10911","嘉義縣",81,3.19,"2020-11-15"
"1026","10911","屏東縣",91,2.48,"2020-11-15"
"1027","10911","臺東縣",31,1.41,"2020-11-15"
"1028","10911","花蓮縣",21,3.4,"2020-11-15"
"1029","10911","澎湖縣",95,5.9,"2020-11-15"
"1030","10911","基隆市",57,6.18,"2020-11-15"
"1031","10911","新竹市",60,1.13,"2020-11-15"
"1032","10911","嘉義市",78,1.63,"2020-11-15"
"1033","10911","金門縣",182,6,"2020-11-15"
"1034","10911","連江縣",0,0,"2020-11-15"
"1035","10912","新北市",21,4.12,"2020-12-15"
"1036","10912","臺北市",30,2.34,"2020-12-15"
"1037","10912","桃園市",60,4.68,"2020-12-15"
"1038","10912","臺中市",43,4.01,"2020-12-15"
"1039","10912","臺南市",75,3,"2020-12-15"
"1040","10912","高雄市",80,3.08,"2020-12-15"
"1041","10912","宜蘭縣",17,2.1,"2020-12-15"
"1042","10912","新竹縣",28,1.48,"2020-12-15"
"1043","10912","苗栗縣",44,1.28,"2020-12-15"
"1044","10912","彰化縣",36,3.83,"2020-12-15"
"1045","10912","南投縣",28,1.94,"2020-12-15"
"1046","10912","雲林縣",53,8.26,"2020-12-15"
"1047","10912","嘉義縣",40,4.57,"2020-12-15"
"1048","10912","屏東縣",77,1.02,"2020-12-15"
"1049","10912","臺東縣",17,1.59,"2020-12-15"
"1050","10912","花蓮縣",21,4.43,"2020-12-15"
"1051","10912","澎湖縣",86,6.2,"2020-12-15"
